id,full_name,age,gender,email,department,salary,join_date,phone,performance_score
229,Hoang Ha###,59,Female,hoang.ha105@gmail.com,HR,37000000.0,2017-01-05,0590947985,53.3
200,Truong Nhi,57,M,truong.nhi452@gmail.com,IT,24000000.0,2016-05-01,0602933334,79.3
150,Le Loan,28,Male,le.loan474@gmail.com,HR,20000000.0,2022-02-09,0785969691,-20
232,Nguyen Vinh,45,Female,nguyen.vinh598@gmail.com,Sales,26000000.0,2018-06-17,0112880133,88.9
77,Hoang Phong,28,Male,hoang.phong362@gmail.com,IT,19000000.0,2024-03-25,0127799799,64.5
76,Ngo Vinh,27,Female,ngo.vinh991@gmail.com,HR,29000000.0,2018-06-25,0218188355,82.7
1,Pham Uyen,twenty five,Male,pham.uyen328@gmail.com,IT,14000000.0,2023-02-19,0600133890,75.3
72,Do Loan,60,Male,do.loan153@gmail.com,IT,18000000.0,2024-01-22,0147679764,59.7
112,Phan Hung,47,Female,phan.hung891@gmail.com,IT,26000000.0,2015-05-23,0157473384,92.0
47,Duong Thanh,27,Female,duong.thanh456@gmail.com,Marketing,29000000.0,2020-11-04,0256746807,54.0
32,Huynh Hoa,38,Female,huynh.hoa435@gmail.com,IT,37000000.0,2020-06-25,0646417080,95.0
254,Ngo Tien,55,Female,ngo.tien828@gmail.com,Finance,11000000.0,2017-11-16,0703843098,73.2
168,Dang Ha,45,FEMALE,dang.ha867@gmail.com,HR,15000000.0,2015-06-26,0648149177,73.0
195,Dang Vinh,51,Male,dang.vinh905@gmail.com,Finance,NA,2016-07-05,0299911914,89.0
56,Nguyen Phuc,40,Male,nguyen.phuc175@gmail.com,Marketing,30000000.0,2024-05-21,0647436713,67.2
36,Dinh Son,56,Female,dinh.son576@gmail.com,Marketing,25000000.0,2020-04-27,0147379965,9O
208,Ngo Oanh,24,Male,ngo.oanh848@gmail.com,HR,8000000.0,null,0003354216,72.7
158,Le Phuc,91,Male,le.phuc914@gmail.com,Finance,33000000.0,2018-07-27,0374545892,75.5
91,Ly Quan,?,Male,ly.quan164@gmail.com,Marketing,10000000.0,2019-04-02,0305486874,51.6
228,Ho Nhi,56,Male,ho.nhi894@gmail.com,IT,26000000.0,2022-03-22,0122816064,75.0
50,Bui Truc###,39,Female,bui.truc954@gmail.com,Marketing,38000000.0,2018-08-18,0263982146,65.3
167,Le Long,29,Female,le.long726@gmail.com,Finance,N/A,2019-11-24,0210202758,73.3
238,Ho Em,37,Male,ho.em391@gmail.com,Finance,12000000.0,2018-06-16,0759492995,86.3
59,Ho Vinh,54,FEMALE,ho.vinh950@gmail.com,IT,24000000.0,2022-05-24,0517123685,54.1
250,Pham Long,88,Female,pham.long588@gmail.com,IT,13000000.0,2019-10-18,0643009818,50.3
40,Dinh Phuong,40,Male,dinh.phuong952@gmail.com,IT,26000000.0,2018-06-06,0408240084,81.4
89,Hoang Thao,49,Male,hoang.thao729@gmail.com,HR,23000000.0,2024-07-06,0185188888,50.9
121,Bui Uyen,47,Female,bui.uyen936@gmail.com,Sales,-500000,2024-02-02,0651801704,68.4
279,Tran Thanh,50,Female,tran.thanh655@gmail.com,Marketing,20000000.0,2024-03-18,0557498218,57.0
176,Bui Phuong,24,Male,pham.dung @gmail.com,HR,17000000.0,2016-12-08,0568044206,88.5
291,Duong Em,30,Female,duong.em672@gmail.com,IT,39000000.0,2021-11-19,0389833146,64.6
223,Tran Kim,49,Female,tran.kim620@gmail.com,IT,19000000.0,2017-02-13,0995866934,67.9
221,Vo Oanh,43,Female,vo.oanh949@gmail.com,HR,31000000.0,2016-01-06,0726149331,91.9
107,Dinh Minh,54,Male,dinh.minh146@gmail.com,Sales,16000000.0,2020-08-17,0729825952,67.7
175,Pham Giang,28,Male,pham.giang560@gmail.com,Marketing,"20,000,000 VND",2021-02-18,0537474112,86.3
34,Huynh Phuong,60,Male,None,IT,27000000.0,2016-10-01,0496631931,81.4
197,Truong Son,45,Male,truong.son445@gmail.com,HR,27000000.0,2019-08-28,0132475469,79.0
247,Vu Nam,60,Male ,vu.nam988@gmail.com,Marketing,18000000.0,2018-07-20,0292984257,76.8
137,Hoang Binh,54,Female,hoang.binh154@gmail.com,Sales,35000000.0,2018-02-11,0999650477,60.3
11,Tran Yen,26,Male,tran.yen385@gmail.com,Marketing,21000000.0,2023-03-24,0997376311,79.7
259,Dang Khanh,34,Female,dang.khanh854@gmail.com,IT,23000000.0,2018-05-07,0333952111,80.4
287,Hoang Chi,24,Female,hoang.chi464@gmail.com,IT,16000000.0,2019-06-19,0334419693,83.0
92,Vu Thao,44,Male,vu.thao986@gmail.com,HR,25000000.0,2016-06-14,0676527758,62.0
145,Ngo Dat,54,Female,ngo.dat656@gmail.com,Sales,31000000.0,2023-10-21,0113529096,93.5
87,Pham Yen,31,Male,pham.yen139@gmail.com,HR,38000000.0,2017-12-16,0790104328,92.3
85,Ly Thao,46,Female,ly.thao265@gmail.com,IT,16000000.0,2019-01-21,0758181412,62.3
135,Pham Son,31,Male,pham.son380@gmail.com,Sales,8000000.0,2024-09-17,0138585424,75.8
132,Huynh Anh,41,Female,huynh.anh653@gmail.com,Marketing,11000000.0,2017-01-16,0016016629,90.1
252,Ly Tien,44,Female,ly.tien440@gmail.com,IT,13000000.0,2022-10-05,0171747733,56.5
151,Dang Tuan,47,Male,dang.tuan816@gmail.com,HR,28000000.0,2022-08-01,0171577245,77.2
206,Hoang Truc,28,Female,hoang.truc937@gmail.com,Sales,28000000.0,2023-11-03,0487696393,74.7
